vehicle_id,time_step,lane,position,velocity,lane_change_action
flow_101.13,0,3,25.96236241391795,9.642399698786448,0
flow_101.13,1,2,26.868388987444092,9.712977846549544,0
flow_101.13,2,2,27.79288684809895,9.91099764852974,0
flow_101.13,3,1,28.735855995882517,10.109017450509938,0
flow_101.13,4,1,29.694170717777844,10.27352832220548,0
flow_101.13,5,1,30.67095672680188,10.471548124185677,0
flow_101.13,6,1,31.662718280471548,10.632092127676506,0
flow_101.13,7,1,32.669631418440275,10.794523348721338,0
flow_101.13,8,1,33.69185749734909,10.958684379382618,0
flow_101.13,9,1,34.73255486338661,11.156704181362816,0
flow_101.13,10,1,35.79172351655285,11.354723983343014,0
flow_101.13,11,1,36.866341002227735,11.520341827560966,0
flow_101.13,12,1,37.95942977503134,11.718361629541164,0
flow_101.13,13,1,39.07098983496365,11.916381431521362,0
flow_101.13,14,1,40.19748145850165,12.07645394015871,0
flow_101.13,15,1,41.33899948015105,12.237543113737194,0
flow_101.13,16,1,42.495618361903006,12.39943055051402,0
flow_101.13,17,1,43.66739286226108,12.561905020991409,0
flow_101.13,18,1,44.85435867875754,12.72476218370991,0
flow_101.13,19,1,46.05653306479059,12.88780430995974,0
flow_101.13,20,1,47.27391542204711,13.050840022046728,0
flow_101.13,21,1,48.506487870108735,13.213684048688078,0
flow_101.13,22,1,49.75421579508596,13.37615700018465,0
flow_101.13,23,1,51.01704837929624,13.538085165204622,0
flow_101.13,24,1,52.294919114106946,13.699300330303426,0
flow_101.13,25,1,53.587746298110844,13.859639622683252,0
flow_101.13,26,1,54.895433522798186,14.018945376150716,0
flow_101.13,27,1,56.22159203461423,14.216965178130913,0
flow_101.13,28,1,57.566221833559,14.414984980111111,0
flow_101.13,29,1,58.929322919632476,14.61300478209131,0
flow_101.13,30,1,60.31089529283467,14.811024584071507,0
flow_101.13,31,1,61.71093895316558,15.009044386051706,0
flow_101.13,32,1,63.129453900625194,15.207064188031904,0
flow_101.13,33,1,64.56644013521353,15.405083990012102,0
flow_101.13,34,1,66.02189765693058,15.6031037919923,0
flow_101.13,35,1,67.49582646577632,15.801123593972498,0
flow_101.13,36,1,68.98822656175079,15.999143395952697,0
flow_101.13,37,1,70.49909794485397,16.197163197932895,0
flow_101.13,38,1,72.02844061508587,16.395182999913093,0
flow_101.13,39,1,73.57625457244647,16.59320280189329,0
flow_101.13,40,1,75.1425398169358,16.79122260387349,0
flow_101.13,41,1,76.72729634855382,16.989242405853688,0
flow_101.13,42,1,78.3304928918627,17.186926922264984,0
flow_101.13,43,1,79.95185414078875,17.381660044233058,0
flow_101.13,44,1,81.59109945056403,17.57338453875717,0
flow_101.13,45,1,83.24794314193186,17.762046434046177,0
flow_101.13,46,1,84.92209482184738,17.94759519635007,0
flow_101.13,47,1,86.61325971933296,18.129983892426793,0
flow_101.13,48,1,88.32113903504458,18.309169336531077,0
flow_101.13,49,1,90.0454303030141,18.485112220942447,0
flow_101.13,50,1,91.78582776295309,18.65777722919159,0
flow_101.13,51,1,93.54202274144039,18.827133131296176,0
flow_101.13,52,1,95.31370404026566,18.993152860476798,0
flow_101.13,53,1,97.1005583301675,19.15581357098868,0
flow_101.13,54,1,98.90227054818617,19.31509667687247,0
flow_101.13,55,2,100.71852429684861,19.47098787159573,0
flow_101.13,56,2,102.54900224341588,19.623477128722882,0
flow_101.13,57,2,104.3933865174513,19.772558683913115,0
flow_101.13,58,2,106.25135910501012,19.91823099870094,0
flow_101.13,59,2,108.1226022378074,20.060496706660476,0
flow_101.13,60,2,110.00679877578958,20.199362542690483,0
flow_101.13,61,2,111.90363258161545,20.334839256280816,0
flow_101.13,62,2,113.81278888564317,20.46694150973121,0
flow_101.13,63,2,115.73395464011881,20.595687762388916,0
flow_101.13,64,2,117.66681886136944,20.721100142052006,0
flow_101.13,65,2,119.61107295891648,20.84320430474967,0
flow_101.13,66,2,121.56641105054287,20.962029284159403,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,78,2,145.7885560904564,22.146586700518984,0
flow_101.13,79,2,147.86185771766154,22.226646946881797,0
flow_101.13,80,2,149.94238333643895,22.304091110392534,0
flow_101.13,81,2,152.02989437002316,22.378977632763824,0
flow_101.13,82,2,154.12415774522506,22.451365514600475,0
flow_101.13,83,2,156.22494593048162,22.52131416441416,0
flow_101.13,84,2,158.33203696046365,22.58888325452423,0
flow_101.13,85,2,160.4452144479109,22.654132584125627,0
flow_101.13,86,2,162.56426758338208,22.71712194973393,0
flow_101.13,87,2,164.68899112362158,22.777911023150768,0
flow_101.13,88,2,166.8191853692518,22.836559237030812,0
flow_101.13,89,2,168.95465613250258,22.8931256780742,0
flow_101.13,90,2,171.09521469568605,22.94766898781608,0
flow_101.13,91,2,173.24067776111912,23.00024727093763,0
flow_101.13,92,2,175.3908673931834,23.050918010980826,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,78,2,145.7885560904564,22.146586700518984,0
flow_101.13,79,2,147.86185771766154,22.226646946881797,0
flow_101.13,80,2,149.94238333643895,22.304091110392534,0
flow_101.13,81,2,152.02989437002316,22.378977632763824,0
flow_101.13,82,2,154.12415774522506,22.451365514600475,0
flow_101.13,83,2,156.22494593048162,22.52131416441416,0
flow_101.13,84,2,158.33203696046365,22.58888325452423,0
flow_101.13,85,2,160.4452144479109,22.654132584125627,0
flow_101.13,86,2,162.56426758338208,22.71712194973393,0
flow_101.13,87,2,164.68899112362158,22.777911023150768,0
flow_101.13,88,2,166.8191853692518,22.836559237030812,0
flow_101.13,89,2,168.95465613250258,22.8931256780742,0
flow_101.13,90,2,171.09521469568605,22.94766898781608,0
flow_101.13,91,2,173.24067776111912,23.00024727093763,0
flow_101.13,92,2,175.3908673931834,23.050918010980826,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,78,2,145.7885560904564,22.146586700518984,0
flow_101.13,79,2,147.86185771766154,22.226646946881797,0
flow_101.13,80,2,149.94238333643895,22.304091110392534,0
flow_101.13,81,2,152.02989437002316,22.378977632763824,0
flow_101.13,82,2,154.12415774522506,22.451365514600475,0
flow_101.13,83,2,156.22494593048162,22.52131416441416,0
flow_101.13,84,2,158.33203696046365,22.58888325452423,0
flow_101.13,85,2,160.4452144479109,22.654132584125627,0
flow_101.13,86,2,162.56426758338208,22.71712194973393,0
flow_101.13,87,2,164.68899112362158,22.777911023150768,0
flow_101.13,88,2,166.8191853692518,22.836559237030812,0
flow_101.13,89,2,168.95465613250258,22.8931256780742,0
flow_101.13,90,2,171.09521469568605,22.94766898781608,0
flow_101.13,91,2,173.24067776111912,23.00024727093763,0
flow_101.13,92,2,175.3908673931834,23.050918010980826,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,78,2,145.7885560904564,22.146586700518984,0
flow_101.13,79,2,147.86185771766154,22.226646946881797,0
flow_101.13,80,2,149.94238333643895,22.304091110392534,0
flow_101.13,81,2,152.02989437002316,22.378977632763824,0
flow_101.13,82,2,154.12415774522506,22.451365514600475,0
flow_101.13,83,2,156.22494593048162,22.52131416441416,0
flow_101.13,84,2,158.33203696046365,22.58888325452423,0
flow_101.13,85,2,160.4452144479109,22.654132584125627,0
flow_101.13,86,2,162.56426758338208,22.71712194973393,0
flow_101.13,87,2,164.68899112362158,22.777911023150768,0
flow_101.13,88,2,166.8191853692518,22.836559237030812,0
flow_101.13,89,2,168.95465613250258,22.8931256780742,0
flow_101.13,90,2,171.09521469568605,22.94766898781608,0
flow_101.13,91,2,173.24067776111912,23.00024727093763,0
flow_101.13,92,2,175.3908673931834,23.050918010980826,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,88,2,166.8191853692518,22.836559237030812,0
flow_101.13,89,2,168.95465613250258,22.8931256780742,0
flow_101.13,90,2,171.09521469568605,22.94766898781608,0
flow_101.13,91,2,173.24067776111912,23.00024727093763,0
flow_101.13,92,2,175.3908673931834,23.050918010980826,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,88,2,166.8191853692518,22.836559237030812,0
flow_101.13,89,2,168.95465613250258,22.8931256780742,0
flow_101.13,90,2,171.09521469568605,22.94766898781608,0
flow_101.13,91,2,173.24067776111912,23.00024727093763,0
flow_101.13,92,2,175.3908673931834,23.050918010980826,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,93,2,177.54561095319954,23.09973799331196,0
flow_101.13,67,2,123.53253026246749,21.077607331953715,0
flow_101.13,68,2,125.50913101390353,21.189973750386198,0
flow_101.13,69,2,127.4959172853986,21.299166718429294,0
flow_101.13,70,2,129.49259687047729,21.405227112764415,0
flow_101.13,71,2,131.49888161022398,21.508198324900494,0
flow_101.13,72,2,133.5144876105616,21.608126075660557,0
flow_101.13,73,2,135.53913544209078,21.70505822822876,0
flow_101.13,74,2,137.57255032246218,21.79904460089404,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
flow_101.13,75,2,139.61446228135304,21.890136780562173,0
flow_101.13,76,2,141.66460630821317,21.97838793803746,0
flow_101.13,77,2,143.722722483032,22.063852645999233,0
